x,y,place,population,surface,Environnement,Transports,Sécurité,Santé,Sports et loisirs,Culture,Enseignement,Commerces,Qualité de vie
-0.11116205,0.8056438,Aire,205,6.77,9.05,8.91,9.23,3.02,2.26,1.03,3.6,2.23,5.86
-0.17959951,0.7144892,Aire-sur-l'Adour,6003,58.29,4.06,8.46,9.83,0.47,0.64,0.66,6.51,7.23,4.89
-0.127757,0.82853323,Aire-sur-la-Lys,9661,33.11,6.2,3.07,1.91,6.64,7.55,7.53,7.99,4.3,7.76
-0.17047982,0.81102717,Airel,486,10.1,8.5,7.61,4.03,7.99,6.13,8.05,4.01,9.25,1.25
-0.13082904,0.80747336,Airion,470,6.87,4.21,8.68,3.25,2.78,4.14,2.27,0.47,1.58,3.4
-0.13638383,0.8263072,Airon-Notre-Dame,183,5.01,4.2,4.03,9.55,1.46,6.33,1.84,6.2,5.93,4.83
-0.136298,0.82620424,Airon-Saint-Vaast,231,5.95,5.36,7.13,6.55,6.86,4.88,5.66,6.96,2.65,0.46
-0.15404193,0.70395887,Airoux,126,,0.22,7.5,,4.33,1.29,3.8,0.64,2.92,8.38
-0.16781765,0.7677686,Airvault,3097,49.36,1.56,9.46,9.5,1.13,3.35,4.08,7.99,9.27,9.37
-0.10468825,0.7641114,Aiserey,1138,10.47,3.67,5.64,6.86,1.59,0.56,0.33,4.48,8.6,2.34
-0.094042435,0.77554715,Aisey-et-Richecourt,141,7.89,3.85,5.05,5.36,2.67,6.92,4.73,3.3,3.38,6.64
-0.11027805,0.77498376,Aisey-sur-Seine,196,12.88,2.18,1.12,7.41,3.64,7.9,5.26,4.34,8.82,10.0
-0.1171964,0.81448436,Aisonville-et-Bernoville,291,8.76,0.18,0.74,4.02,0.65,7.42,5.23,3.15,8.8,0.14
-0.09074686,0.7642639,Aïssey,166,10.76,9.06,0.27,6.34,7.68,8.58,6.38,0.69,8.14,0.37
-0.11446825,0.7692312,Aisy-sous-Thil,220,8.48,5.98,8.75,5.79,4.71,7.56,8.23,0.31,4.23,7.16
-0.11458991,0.7740646,Aisy-sur-Armançon,277,18.13,5.11,5.26,2.21,7.72,5.8,6.74,3.44,6.46,7.45
-0.061850563,0.67661923,Aiti,24,12.19,9.71,5.38,4.69,0.87,2.76,3.58,1.88,1.79,1.92
-0.0947184,0.7346652,Aiton,1163,16.29,0.17,2.42,6.23,1.49,1.18,4.47,3.88,1.5,6.28
-0.11840933,0.82449895,Aix,933,6.54,8.78,0.15,0.86,8.19,9.44,7.91,1.51,1.95,8.9
-0.14148489,0.74171317,Aix,307,,2.4,0.72,,3.2,2.1,8.73,9.11,9.05,7.28
-0.10662842,0.7209953,Aix-en-Diois,255,16.47,3.61,3.5,9.95,3.34,3.37,9.27,7.21,0.01,7.63
-0.1323083,0.82822216,Aix-en-Ergny,104,,5.39,3.13,,7.31,4.52,7.93,9.04,2.05,1.6
-0.134092,0.82664907,Aix-en-Issart,210,10.34,5.78,3.32,0.06,0.53,7.52,7.11,3.77,4.28,0.34
-0.11894568,0.7844604,Aix-en-Othe,2131,34.83,8.38,0.64,9.47,2.28,4.84,2.54,9.05,6.65,7.31
-0.10859348,0.70051587,Aix-en-Provence,134222,187.53,1.28,3.06,3.99,1.96,3.09,9.0,7.58,9.41,9.76
-0.1280013,0.7379496,Aix-la-Fayette,100,13.01,5.52,0.09,0.21,3.74,2.32,5.05,0.78,8.11,7.62
-0.098692246,0.73742366,Aix-les-Bains,25732,15.71,8.39,0.98,7.69,3.19,4.68,2.96,5.49,7.76,4.81
-0.12490693,0.82431936,Aix-Noulette,3836,10.48,3.47,5.56,6.5,9.34,1.09,0.13,0.65,1.86,0.84
-0.15597206,0.74730176,Aixe-sur-Vienne,5466,22.8,1.91,0.61,4.58,0.75,0.08,7.4,7.3,8.76,7.16
-0.11993357,0.72283006,Aizac,169,6.47,2.85,9.0,0.22,8.68,5.39,8.82,5.8,4.15,2.21
-0.10584503,0.78072685,Aizanville,25,3.5,7.53,0.53,5.7,7.07,4.5,6.73,5.12,7.8,7.22
-0.14544597,0.76865983,Aize,126,17.08,6.49,1.55,9.22,4.8,4.95,5.11,7.31,7.63,5.83
-0.1225065,0.81608033,Aizecourt-le-Bas,60,3.55,8.55,1.31,4.55,5.12,5.31,4.68,3.03,8.47,0.3
-0.12310159,0.8158585,Aizecourt-le-Haut,100,3.72,0.01,4.98,7.43,3.37,8.07,8.85,9.19,4.91,4.48
-0.115044676,0.80630827,Aizelles,94,4.89,1.04,2.74,3.97,7.21,0.36,6.53,6.97,1.04,0.18
-0.18532167,0.7697184,Aizenay,6095,82.16,7.86,8.31,7.93,4.61,4.54,7.76,3.46,7.65,6.82
-0.15076818,0.81093395,Aizier,127,2.29,6.4,9.65,4.52,0.87,0.8,3.47,5.39,2.18,2.15
-0.11848684,0.8058387,Aizy-Jouy,242,14.63,2.07,8.14,3.58,5.61,1.44,8.57,7.66,0.81,4.82
-0.15151066,0.6979987,Ajac,196,,9.49,3.51,,2.35,7.35,5.49,7.46,7.37,2.07
-0.06903002,0.6688062,Ajaccio,52880,83.32,6.81,4.2,6.33,1.0,7.16,3.1,0.91,0.04,9.03
-0.1445049,0.75264263,Ajain,1034,33.2,9.59,9.78,3.91,5.9,2.0,8.9,9.42,5.23,1.8
-0.15933622,0.7365074,Ajat,281,,2.99,6.51,,9.01,2.01,9.26,3.53,4.39,2.01
-0.0884232,0.7917423,Ajoncourt,91,3.47,1.01,7.86,1.09,7.56,5.07,1.33,6.19,3.27,5.29
-0.15045033,0.8028868,Ajou,217,9.85,8.18,7.43,6.53,6.12,9.22,3.07,6.86,8.51,9.26
-0.11779168,0.7233554,Ajoux,89,12.35,9.09,4.09,9.97,7.4,0.53,6.34,5.21,8.32,7.94
-0.15194811,0.6989984,Alaigne,300,14.45,4.3,6.11,8.21,4.21,6.76,9.71,4.72,5.3,8.28
-0.11923936,0.8117721,Alaincourt,465,5.98,7.29,0.1,2.55,4.04,2.89,1.84,4.05,4.5,8.87
-0.092230424,0.77627724,Alaincourt,89,5.88,4.21,7.09,7.51,7.56,8.22,6.09,6.3,0.01,8.88
-0.0877536,0.79262674,Alaincourt-la-Côte,91,4.15,8.67,7.22,3.99,3.7,6.02,5.48,1.32,9.22,0.66
-0.14983313,0.70011467,Alairac,708,,9.53,6.18,,8.29,3.52,1.94,6.21,9.66,2.57
-0.16607913,0.7036391,Alan,299,11.48,1.23,5.89,0.98,9.43,9.75,2.68,1.8,3.28,8.89
-0.061362177,0.6749928,Alando,23,3.11,1.96,0.98,4.77,8.61,7.11,5.34,5.69,0.3,4.14
-0.068866424,0.66978556,Alata,2459,30.71,8.24,0.92,6.79,9.49,0.7,7.26,9.51,0.94,6.76
-0.117077775,0.71957827,Alba-la-Romaine,1135,31.04,7.63,4.89,8.35,5.58,8.22,2.88,6.61,0.95,4.95
-0.14517193,0.7117816,Alban,848,9.89,2.43,5.19,5.47,1.61,7.67,7.47,1.41,0.82,8.07
-0.13438536,0.72754836,Albaret-le-Comtal,198,29.68,9.88,1.93,4.99,1.39,7.77,1.36,4.05,1.08,5.4
-0.13270222,0.72756326,Albaret-Sainte-Marie,452,15.73,6.51,5.09,8.04,0.85,7.39,3.07,2.65,6.92,2.17
-0.15871729,0.724254,Albas,545,21.76,7.75,3.23,6.2,8.47,8.64,4.66,7.84,7.18,7.5
-0.14411426,0.69612384,Albas,59,22.95,6.05,6.65,6.81,1.3,0.73,4.68,1.08,5.55,7.4
-0.07745083,0.78208107,Albé,457,11.57,3.9,9.32,1.62,4.46,1.76,7.19,6.78,5.67,1.97
-0.15971568,0.7170722,Albefeuille-Lagarde,644,8.12,5.65,2.02,4.88,1.16,7.82,9.86,8.89,6.52,4.09
-0.098095216,0.738979,Albens,2650,15.39,7.78,5.87,4.78,2.78,2.23,3.21,9.63,3.21,7.46
-0.1369413,0.731929,Albepierre-Bredons,237,34.55,7.1,7.22,6.66,4.11,9.78,1.1,8.61,0.89,7.35
-0.1267013,0.8170346,Albert,10065,13.81,2.93,0.12,2.25,4.83,8.09,3.43,4.21,6.72,9.41
-0.06531767,0.6756182,Albertacce,200,,9.14,4.53,,1.16,2.88,3.41,8.04,9.69,9.02
-0.0929483,0.7364676,Albertville,17340,17.23,9.25,0.97,8.95,2.9,8.55,7.9,2.92,1.99,4.81
-0.08182943,0.79262996,Albestroff,639,19.06,6.36,5.6,6.73,2.2,2.38,1.5,1.13,5.99,7.18
-0.14903103,0.71310425,Albi,46274,45.03,7.73,4.32,5.85,1.08,2.85,2.54,8.56,6.09,7.51
-0.1545964,0.7073813,Albiac,159,,8.16,1.56,,0.19,5.8,6.62,5.08,8.63,2.89
-0.15077113,0.7281639,Albiac,66,3.8,5.53,5.54,3.91,9.09,5.24,2.61,6.97,5.96,5.37
-0.15714303,0.7172965,Albias,2338,21.78,6.52,3.09,5.86,1.53,5.17,8.95,3.24,10.0,1.27
-0.14751735,0.69558525,Albières,73,17.51,3.59,1.75,3.43,1.79,3.97,3.29,5.78,8.85,6.96
-0.15774928,0.69425195,Albiès,156,7.8,0.38,1.05,0.24,5.05,1.17,8.42,9.56,5.26,6.46
-0.094133355,0.7290625,Albiez-le-Jeune,57,,3.04,5.35,,7.24,3.77,9.51,6.46,7.77,1.11
-0.09433373,0.7286153,Albiez-Montrond,382,48.89,4.14,9.72,0.57,6.63,6.29,7.96,0.56,3.14,1.48
-0.15133277,0.73485774,Albignac,258,9.86,1.12,1.22,7.95,8.77,4.78,8.72,8.59,0.26,1.61
-0.11138654,0.74192154,Albigny-sur-Saône,2673,2.67,2.66,0.3,5.48,9.87,9.14,2.94,0.3,9.64,3.09
-0.14534584,0.7042911,Albine,547,17.18,2.62,0.51,1.24,1.36,9.01,4.29,1.64,6.57,6.24
-0.066411525,0.6676344,Albitreccia,867,46.14,1.81,8.9,5.11,7.69,7.19,4.9,9.88,1.23,9.56
-0.112458415,0.73114705,Albon,1573,26.13,5.54,1.48,8.8,2.79,4.83,0.18,9.54,7.44,5.56
-0.11855341,0.72445434,Albon-d'Ardèche,165,9.19,0.94,9.93,5.25,8.03,4.07,8.63,6.93,8.87,0.47
-0.114594206,0.72609264,Alboussière,756,18.34,1.68,2.84,5.79,9.71,2.94,9.56,1.38,9.53,1.01
-0.14945813,0.73455846,Albussac,668,36.4,0.99,4.42,7.19,5.73,8.84,9.89,8.71,8.22,8.13
-0.09710429,0.73944324,Alby-sur-Chéran,1630,6.55,2.81,3.54,1.84,9.89,5.52,4.08,0.09,6.28,4.79
-0.18973777,0.70574635,Alçay-Alçabéhéty-Sunharette,246,34.81,6.93,1.69,3.09,2.43,9.61,3.88,5.63,9.39,4.72
-0.19618905,0.7071048,Aldudes,395,23.27,0.4,7.59,1.78,9.91,0.44,6.07,7.56,6.88,6.62
-0.13290648,0.8319116,Alembon,395,9.28,7.47,9.24,8.6,6.91,8.34,1.17,8.97,7.92,8.91
-0.15999192,0.7948698,Alençon,28935,10.74,0.75,2.86,6.41,6.29,1.35,4.31,6.34,0.51,0.3
-0.14187424,0.6893227,Alénya,2318,5.72,2.5,3.75,8.14,8.06,4.63,0.91,8.5,9.69,5.65
-0.058703057,0.6713154,Aléria,1966,,6.16,6.31,,2.09,1.41,9.89,8.08,5.51,4.42
-0.1244125,0.7130211,Alès,39346,23.32,3.66,0.16,5.89,1.44,3.16,3.69,8.12,5.94,9.59
-0.15015946,0.6968693,Alet-les-Bains,464,24.32,4.81,4.28,9.9,0.83,6.25,4.96,8.99,0.66,2.76
-0.13429718,0.8274123,Alette,249,13.98,6.34,2.62,5.86,5.94,0.98,6.71,2.17,0.41,1.52
-0.1629683,0.69714975,Aleu,122,14.15,2.95,9.98,6.34,2.14,3.48,8.92,6.33,9.05,3.73
-0.09436861,0.74038386,Alex,792,16.85,9.21,5.54,3.37,9.38,8.41,2.84,5.63,7.43,8.92
-0.17039149,0.79326916,Alexain,402,16.44,0.75,5.4,3.91,7.09,4.91,4.17,7.83,8.15,6.0
-0.11295819,0.7180476,Aleyrac,45,6.66,8.62,0.82,3.31,7.88,7.0,9.24,3.11,2.56,3.2
-0.13248698,0.79675496,Alfortville,36232,3.7,7.68,1.14,1.65,1.67,0.65,4.62,3.4,8.2,1.95
-0.06655433,0.6805685,Algajola,216,1.68,4.45,3.24,5.4,8.95,8.45,6.15,3.46,0.24,9.73
-0.15306011,0.7078941,Algans,200,14.47,8.71,3.33,2.81,6.82,6.35,3.21,1.85,3.16,7.45
-0.07521662,0.77573043,Algolsheim,982,7.24,0.41,2.91,8.76,1.69,4.9,3.33,3.88,7.59,7.35
-0.09023085,0.8010332,Algrange,6198,6.84,9.48,4.96,2.5,7.59,1.98,0.28,6.37,0.57,2.31
-0.10099977,0.75337756,Alièze,144,5.85,1.07,7.42,3.17,4.84,1.91,6.6,2.61,7.84,9.1
-0.13523838,0.7029343,Alignan-du-Vent,1134,17.55,7.16,7.17,1.25,8.48,5.89,7.52,9.78,4.43,1.02
-0.109279566,0.8040482,Alincourt,78,,9.98,4.59,,2.5,8.29,1.06,8.63,3.05,8.75
-0.13399856,0.83114403,Alincthun,343,9.93,8.96,2.03,3.13,1.83,7.75,3.63,0.03,4.99,8.03
-0.11180571,0.77141553,Alise-Sainte-Reine,674,,3.54,9.97,,8.04,2.93,8.47,6.57,8.37,8.57
-0.1163089,0.7222544,Alissas,1026,,9.34,7.25,,1.11,0.29,3.14,8.35,9.68,9.39
-0.11340356,0.7429985,Alix,690,3.63,5.85,8.13,1.66,0.47,8.42,8.74,5.77,5.95,9.33
-0.11089511,0.7261718,Alixan,2080,,4.39,1.9,,4.24,3.1,8.6,7.17,7.93,0.72
-0.14499967,0.8079394,Alizay,1262,8.7,8.02,6.51,9.61,3.34,0.94,9.16,3.15,4.76,7.09
-0.09330214,0.7870564,Allain,387,16.64,2.87,1.56,5.36,0.95,8.03,6.28,1.4,8.35,2.93
-0.123539396,0.8158939,Allaines,395,8.39,6.95,8.96,2.53,9.32,9.3,7.57,0.06,0.48,4.29
-0.14087196,0.7874401,Allaines-Mervilliers,274,22.18,6.7,5.09,8.67,7.25,8.97,6.25,6.04,2.26,4.18
-0.14534235,0.7973835,Allainville,120,5.34,2.38,8.66,8.91,2.03,6.76,5.99,6.08,7.56,4.35
-0.13936444,0.7916619,Allainville,293,16.3,3.23,0.63,9.67,5.8,6.57,4.18,0.74,0.19,6.14
-0.18847395,0.78643745,Allaire,3188,42.46,4.36,8.84,1.18,6.29,4.65,0.08,0.91,6.42,7.88
-0.09386338,0.7972154,Allamont,110,,5.24,6.62,,7.35,0.02,7.77,2.77,9.52,1.17
-0.09444357,0.78715664,Allamps,511,,3.96,4.23,,3.08,2.84,7.14,2.56,9.65,9.17
-0.11484735,0.7183136,Allan,1385,29.24,1.92,6.0,8.02,2.67,4.55,3.71,9.17,4.34,1.81
-0.13581364,0.73399556,Allanche,1101,50.98,7.3,0.51,3.22,1.82,9.79,4.43,0.0,8.2,0.97
-0.1066432,0.8056422,Alland'Huy-et-Sausseuil,215,8.7,3.22,6.67,6.04,6.09,7.33,2.09,8.71,5.91,2.46
-0.08074245,0.7846236,Allarmont,271,13.24,3.41,7.28,6.79,0.51,3.53,8.6,2.11,5.27,0.61
-0.17681757,0.74383134,Allas-Bocage,150,10.95,8.95,9.21,8.1,2.86,9.29,9.21,4.75,0.83,1.08
-0.1746336,0.7449374,Allas-Champagne,184,,6.74,1.39,,3.69,5.93,9.77,1.12,6.92,3.83
-0.15963122,0.7308719,Allas-les-Mines,224,7.26,5.62,2.52,6.28,3.83,6.19,3.59,6.55,7.0,5.17
-0.1534262,0.73735577,Allassac,3366,38.8,6.1,4.98,0.58,9.5,5.25,9.05,8.14,5.47,8.99
-0.10855383,0.697139,Allauch,18907,50.46,5.98,4.54,7.25,0.29,6.15,7.65,3.22,3.51,5.02
-0.12645562,0.73211855,Allègre,1007,23.97,1.31,5.18,2.61,9.57,6.49,9.52,6.57,1.78,4.59
-0.12235639,0.7140089,Allègre-les-Fumades,616,25.2,1.8,7.22,3.39,7.69,0.31,0.2,9.26,2.98,3.39
-0.11186081,0.7038185,Alleins,2071,17.01,1.83,6.96,6.32,4.97,3.8,4.06,3.79,4.0,7.61
-0.10105735,0.70415604,Allemagne-en-Provence,379,33.18,0.09,1.86,5.59,3.67,5.91,6.35,4.46,9.92,2.74
-0.117417835,0.79099864,Allemanche-Launay-et-Soyer,115,15.13,5.05,6.89,0.92,8.14,9.75,9.02,4.69,6.73,2.43
-0.16747154,0.74035496,Allemans,540,18.81,4.35,9.12,8.61,0.39,1.12,7.85,8.42,6.42,0.76
-0.16980733,0.72906274,Allemans-du-Dropt,447,6.47,4.02,5.85,0.24,0.76,7.71,9.63,8.18,8.24,5.89
-0.11915038,0.8063745,Allemant,117,5.2,3.05,1.29,0.4,0.24,4.05,7.69,4.61,4.27,5.76
-0.11689978,0.793696,Allemant,169,15.65,1.49,0.33,8.57,8.29,2.66,7.92,6.13,4.08,4.44
-0.09818084,0.72748786,Allemond,765,56.76,0.84,1.24,2.23,9.41,3.82,4.76,2.04,0.48,3.08
-0.13917334,0.8206237,Allenay,279,2.21,4.77,6.29,0.8,4.49,6.5,1.67,4.56,1.1,3.45
-0.12864265,0.72089684,Allenc,189,39.2,4.38,8.42,7.96,2.49,5.88,6.04,1.95,6.48,5.59
-0.08367816,0.7682316,Allenjoie,583,,0.01,3.62,,5.55,8.4,7.48,8.76,6.91,3.04
-0.12197782,0.82583225,Allennes-les-Marais,3234,,2.23,9.16,,5.17,9.51,2.06,9.95,2.05,0.49
-0.07631489,0.7872469,Allenwiller,453,6.01,0.49,1.86,2.81,1.7,6.49,7.8,8.04,8.23,3.71
-0.11314903,0.7654401,Allerey,181,,6.64,8.63,,0.51,9.65,9.51,7.47,0.86,9.31
-0.10735875,0.75972986,Allerey-sur-Saône,616,16.58,2.07,3.91,9.83,5.45,1.04,7.9,2.04,9.66,5.95
-0.10799077,0.75820184,Allériot,814,13.53,1.1,3.61,9.15,9.76,0.64,8.06,1.46,3.08,0.46
-0.1351048,0.8176617,Allery,752,13.15,1.3,6.7,8.11,8.29,1.71,8.39,8.46,7.24,5.53
-0.1620481,0.7317442,Alles-sur-Dordogne,321,9.5,1.07,4.73,7.84,4.98,2.32,2.38,6.24,3.35,4.75
-0.13469288,0.7291458,Alleuze,193,25.67,5.33,1.94,6.45,5.56,9.17,2.72,8.42,1.35,6.51
-0.09724903,0.7319813,Allevard,3081,35.17,2.87,8.52,0.01,6.57,9.53,7.12,2.38,4.27,4.87
-0.09650645,0.73819876,Allèves,262,8.84,0.97,9.1,6.14,3.8,4.77,9.35,7.97,5.47,8.73
-0.11269718,0.7226758,Allex,2009,20.36,8.18,3.31,3.41,9.11,4.59,7.18,5.99,6.95,9.08
-0.12380859,0.7263477,Alleyrac,118,11.44,0.78,8.64,2.45,7.48,3.17,9.49,7.95,8.37,4.45
-0.1275045,0.727141,Alleyras,231,25.14,6.69,6.03,0.65,9.98,2.83,6.52,8.2,6.99,5.66
-0.14333236,0.74859124,Alleyrat,166,9.5,8.09,3.85,2.5,5.2,2.06,2.65,5.75,6.82,7.53
-0.1436006,0.7413786,Alleyrat,99,,7.98,8.42,,5.65,6.53,7.3,6.42,6.76,4.6
-0.16639009,0.7242341,Allez-et-Cazeneuve,579,,0.04,8.49,,3.28,8.39,7.81,7.26,3.38,3.22
-0.10449225,0.79294956,Alliancelles,132,6.98,8.12,8.03,7.6,9.1,7.76,9.03,9.57,6.87,8.9
-0.15913357,0.695158,Alliat,62,,8.25,1.73,,4.18,0.79,2.73,3.98,1.66,7.44
-0.113826334,0.7901947,Allibaudières,269,24.28,4.18,8.89,7.8,3.12,5.76,1.21,4.96,9.25,1.36
-0.1049064,0.7885912,Allichamps,371,2.73,7.35,1.84,8.93,2.25,1.81,4.39,9.28,3.49,9.31
-0.17655936,0.7046204,Allier,264,3.75,6.3,9.84,3.71,4.88,1.33,8.64,2.68,5.43,0.01
-0.16128749,0.69939625,Allières,65,9.14,5.45,6.92,5.43,2.89,4.92,3.0,9.09,2.72,6.31
-0.12859944,0.77225626,Alligny-Cosne,824,34.72,5.22,8.06,0.34,7.03,0.16,1.2,0.27,0.21,5.71
-0.11618972,0.76602197,Alligny-en-Morvan,656,48.95,5.07,4.85,8.77,2.63,0.61,6.06,2.97,7.82,7.41
-0.19393829,0.7997762,Allineuc,497,24.35,5.11,7.08,7.49,1.25,4.38,8.15,9.14,8.04,2.25
-0.09083624,0.74787086,Allinges,3021,15.08,8.95,0.2,4.94,2.63,0.27,6.41,5.34,4.17,8.3
-0.13788305,0.7696239,Allogny,896,50.57,9.56,3.92,0.4,5.67,3.82,5.39,2.1,9.82,6.22
-0.085426815,0.7681313,Allondans,191,5.09,3.3,8.35,2.59,1.71,0.66,2.09,0.56,5.13,7.52
-0.09307295,0.73704576,Allondaz,177,4.06,0.59,9.32,4.53,2.26,4.65,7.9,3.83,1.14,3.68
-0.09535249,0.8041946,Allondrelle-la-Malmaison,519,13.59,4.94,7.79,1.02,0.61,7.81,7.84,0.5,4.28,5.72
-0.13429868,0.80765224,Allonne,1258,,2.57,0.1,,6.44,3.93,9.0,7.58,2.58,7.02
-0.17152904,0.764102,Allonne,654,23.25,9.49,5.81,2.7,0.48,6.82,3.69,9.22,0.37,3.34
-0.16443083,0.7754123,Allonnes,2558,36.52,9.11,5.82,3.58,9.14,1.55,1.23,7.27,0.03,8.64
-0.16073284,0.7867682,Allonnes,12332,18.19,3.73,3.12,5.8,9.76,0.26,5.01,2.16,3.6,0.06
-0.14243338,0.78997445,Allonnes,264,10.4,2.59,7.82,1.4,5.13,1.65,2.21,6.06,7.86,7.84
-0.17539124,0.72253233,Allons,172,76.41,8.95,8.16,8.37,6.83,8.68,9.58,8.34,7.39,0.9
-0.09334815,0.7067795,Allons,81,41.96,8.19,4.6,2.7,4.19,8.69,5.15,6.07,4.37,9.57
-0.13002072,0.81649464,Allonville,572,10.61,1.73,0.41,7.64,5.54,4.12,2.68,8.86,6.39,7.81
-0.09558709,0.74252176,Allonzier-la-Caille,1080,9.55,3.96,0.72,6.13,7.47,9.79,7.84,9.6,1.76,6.47
-0.09249522,0.7113203,Allos,637,117.31,8.16,9.15,3.89,8.65,6.26,4.38,7.33,6.97,1.81
-0.12688649,0.8264633,Allouagne,3055,7.85,7.32,8.21,2.61,9.01,4.67,8.45,5.75,1.84,9.24
-0.1626782,0.75254405,Alloue,531,46.79,5.97,9.73,4.64,3.93,1.65,9.2,8.06,7.65,3.1
-0.13911545,0.7687954,Allouis,771,36.36,7.46,3.35,0.08,3.12,8.1,4.32,8.22,5.0,1.73
-0.14971104,0.81368923,Allouville-Bellefosse,986,15.05,5.59,3.71,2.06,4.93,7.75,7.02,2.7,2.65,7.51
-0.12289473,0.7640142,Alluy,403,27.64,7.26,7.87,1.64,1.21,2.07,3.65,3.26,7.49,9.62
-0.14611644,0.7887355,Alluyes,619,19.83,4.61,5.42,7.73,5.28,9.78,3.53,9.93,7.85,7.94
-0.14352742,0.73422474,Ally,700,23.43,3.31,1.8,5.19,2.34,8.77,7.96,7.29,2.48,2.91
-0.13137579,0.73218066,Ally,222,31.12,6.49,1.48,9.75,7.48,7.65,9.5,6.33,3.34,6.32
-0.14821105,0.7160511,Almayrac,275,11.04,3.4,1.61,3.83,9.82,3.32,1.83,1.24,9.81,0.62
-0.1588741,0.7993699,Almenêches,645,20.46,5.07,6.26,4.69,7.12,3.05,9.79,2.02,0.48,4.71
-0.14535326,0.72432894,Almont-les-Junies,425,23.78,8.0,8.51,8.22,7.15,6.52,9.18,7.01,4.39,7.46
-0.15205395,0.7153028,Alos,130,6.42,6.4,8.58,2.7,4.03,8.41,2.2,5.9,2.03,7.04
-0.1644407,0.6976733,Alos,131,23.9,6.16,0.19,4.85,5.75,5.74,3.01,6.91,8.15,5.38
-0.18922275,0.70603704,Alos-Sibas-Abense,319,5.92,8.62,3.6,9.96,8.74,4.52,1.77,9.57,6.85,0.04
-0.10847313,0.76267433,Aloxe-Corton,172,2.61,9.47,6.9,2.94,3.71,0.08,0.93,6.44,7.36,9.8
-0.13805357,0.72612756,Alpuech,79,14.97,1.19,1.09,1.39,6.85,3.14,2.88,5.69,0.18,4.59
-0.13187866,0.83097595,Alquines,751,10.67,8.05,8.6,9.89,3.19,4.47,2.27,5.07,9.6,2.37
-0.14178056,0.71556354,Alrance,417,,1.33,4.56,,0.02,0.06,1.32,8.89,8.75,8.52
-0.07977725,0.79675883,Alsting,2664,5.76,7.32,8.95,8.69,1.34,7.94,7.97,4.42,0.86,5.17
-0.06489964,0.66479445,Altagène,41,4.77,4.9,8.99,7.89,6.39,3.51,3.58,8.43,0.99,2.77
-0.07355915,0.78933495,Alteckendorf,746,5.95,0.19,7.06,9.95,8.11,9.4,4.08,1.18,5.83,4.7
-0.081030235,0.76927674,Altenach,344,6.14,3.86,4.13,0.39,1.7,0.25,3.58,1.12,2.64,1.13
-0.075203076,0.7882669,Altenheim,215,,6.7,7.4,,2.76,7.66,9.5,7.81,4.34,2.67
-0.113763355,0.7094894,Althen-des-Paluds,1988,6.49,5.88,0.04,7.12,8.52,6.2,1.22,2.98,7.35,8.99
-0.061458007,0.6737613,Altiani,95,18.5,3.09,9.62,2.7,7.88,7.58,5.29,6.01,4.61,6.31
-0.12634724,0.7193735,Altier,207,54.94,0.78,5.05,4.29,9.79,1.3,3.1,3.46,2.79,1.03
-0.14974545,0.7317226,Altillac,801,25.52,6.92,0.87,6.76,2.58,9.82,3.87,3.54,5.78,7.65
-0.07953747,0.7694182,Altkirch,5386,9.54,3.11,0.78,2.84,4.18,6.59,4.82,0.91,8.47,3.58
-0.074785635,0.7847404,Altorf,1100,,3.69,5.12,,5.08,3.26,2.99,6.29,2.69,6.92
-0.082055986,0.794352,Altrippe,404,4.89,0.98,4.21,5.51,6.08,3.33,8.19,9.22,2.2,1.35
-0.082998455,0.7952006,Altviller,534,4.87,5.16,9.37,5.04,2.09,7.46,2.35,7.34,9.38,7.39
-0.08042518,0.7924379,Altwiller,399,16.27,5.7,5.02,7.1,9.41,5.77,6.92,8.1,7.16,9.19
-0.11101027,0.75914675,Aluze,217,6.05,0.66,0.14,5.88,7.44,6.08,6.71,7.65,5.77,5.32
-0.15204673,0.7294839,Alvignac,573,13.03,4.69,2.33,1.78,8.23,9.24,0.61,0.34,5.83,4.77
-0.15021753,0.8139336,Alvimare,462,6.63,9.6,4.35,6.16,8.85,6.73,6.17,0.42,9.14,6.23
-0.16007596,0.69834805,Alzen,163,18.03,1.56,7.54,0.77,0.5,1.94,8.6,7.43,3.95,4.78
-0.061268676,0.6749869,Alzi,17,2.72,1.42,0.01,1.92,3.91,0.15,7.27,0.33,8.74,1.5
-0.08464856,0.79900455,Alzing,399,4.61,2.18,8.35,3.64,5.87,7.87,2.5,3.87,6.53,2.75
-0.13278374,0.7113396,Alzon,208,27.95,0.08,0.51,4.55,1.86,7.23,4.51,0.05,6.49,2.15
-0.15045509,0.70144165,Alzonne,1221,22.23,3.08,4.93,0.41,9.72,8.75,6.42,9.04,6.09,6.95
-0.08786622,0.7739353,Amage,293,6.56,8.97,4.41,1.51,1.07,1.13,3.27,1.27,7.51,2.66
-0.10728254,0.8057873,Amagne,705,9.5,0.97,3.02,2.91,4.94,6.16,8.4,6.34,4.64,6.8
-0.09281308,0.76514316,Amagney,680,13.09,7.94,2.42,3.67,0.04,6.74,9.31,9.1,9.8,1.77
-0.1701834,0.7667842,Amailloux,720,37.09,9.26,1.13,0.43,9.62,8.96,5.9,2.43,2.98,3.4
-0.10980071,0.784498,Amance,235,23.06,8.73,2.75,6.06,4.01,9.81,7.24,5.17,3.53,2.13
-0.09300416,0.7738764,Amance,754,17.73,6.75,8.47,0.78,7.48,2.61,3.64,7.11,6.24,5.57
