Winner, Standing, Pole, Fatest_lap, City, Overtaking, Lap_nb
Raiducknen, ['Raiducknen', 'Duckmilton', 'Prostduck', 'Schumaduck', 'Duckberg', 'Verstaduck', 'Ayrduck', 'Alonsduck', 'Buckton', 'Ducktel'], Ayrduck, 56, Madrid, 48, 17
Duckmilton, ['Duckmilton', 'Alonsduck', 'Prostduck', 'Buckton', 'Schumaduck', 'Verstaduck', 'Raiducknen', 'Duckberg', 'Ducktel', 'Ayrduck'], Schumaduck, 53, Berlin, 47, 13
Verstaduck, ['Verstaduck', 'Duckmilton', 'Alonsduck', 'Duckberg', 'Ducktel', 'Raiducknen', 'Prostduck', 'Schumaduck', 'Buckton', 'Ayrduck'], Duckmilton, 60, New York, 40, 20
Duckmilton, ['Duckmilton', 'Raiducknen', 'Ducktel', 'Verstaduck', 'Schumaduck', 'Alonsduck', 'Prostduck', 'Duckberg', 'Buckton', 'Ayrduck'], Prostduck, 60, New York, 43, 15
Duckberg, ['Duckberg', 'Duckmilton', 'Verstaduck', 'Schumaduck', 'Buckton', 'Raiducknen', 'Ayrduck', 'Alonsduck', 'Ducktel', 'Prostduck'], Verstaduck, 53, Paris, 41, 11
Duckberg, ['Duckberg', 'Duckmilton', 'Ducktel', 'Ayrduck', 'Verstaduck', 'Schumaduck', 'Prostduck', 'Raiducknen', 'Alonsduck', 'Buckton'], Buckton, 54, Rome, 43, 11
Duckmilton, ['Duckmilton', 'Prostduck', 'Ducktel', 'Verstaduck', 'Schumaduck', 'Raiducknen', 'Duckberg', 'Alonsduck', 'Buckton', 'Ayrduck'], Duckmilton, 57, Tokyo, 43, 18
Ducktel, ['Ducktel', 'Buckton', 'Schumaduck', 'Verstaduck', 'Duckmilton', 'Prostduck', 'Duckberg', 'Raiducknen', 'Alonsduck', 'Ayrduck'], Ducktel, 59, Berne, 43, 14
Duckmilton, ['Duckmilton', 'Raiducknen', 'Prostduck', 'Alonsduck', 'Schumaduck', 'Verstaduck', 'Duckberg', 'Ducktel', 'Ayrduck', 'Buckton'], Schumaduck, 59, Berne, 50, 18
Duckmilton, ['Duckmilton', 'Verstaduck', 'Ducktel', 'Raiducknen', 'Duckberg', 'Buckton', 'Schumaduck', 'Ayrduck', 'Prostduck', 'Alonsduck'], Verstaduck, 50, Singapour, 42, 11
Duckmilton, ['Duckmilton', 'Alonsduck', 'Schumaduck', 'Raiducknen', 'Verstaduck', 'Ayrduck', 'Ducktel', 'Prostduck', 'Duckberg', 'Buckton'], Prostduck, 60, Pekin, 42, 16
Duckmilton, ['Duckmilton', 'Schumaduck', 'Alonsduck', 'Raiducknen', 'Verstaduck', 'Ducktel', 'Buckton', 'Prostduck', 'Duckberg', 'Ayrduck'], Raiducknen, 60, Rio, 43, 19
Duckmilton, ['Duckmilton', 'Ayrduck', 'Raiducknen', 'Schumaduck', 'Verstaduck', 'Ducktel', 'Buckton', 'Alonsduck', 'Duckberg', 'Prostduck'], Buckton, 52, Pekin, 40, 10
Duckmilton, ['Duckmilton', 'Raiducknen', 'Ducktel', 'Ayrduck', 'Verstaduck', 'Buckton', 'Schumaduck', 'Alonsduck', 'Duckberg', 'Prostduck'], Ayrduck, 51, Moscou, 45, 13
Duckmilton, ['Duckmilton', 'Ducktel', 'Alonsduck', 'Raiducknen', 'Schumaduck', 'Buckton', 'Prostduck', 'Duckberg', 'Verstaduck', 'Ayrduck'], Prostduck, 55, Tokyo, 44, 15
Duckmilton, ['Duckmilton', 'Schumaduck', 'Ducktel', 'Duckberg', 'Raiducknen', 'Verstaduck', 'Prostduck', 'Alonsduck', 'Ayrduck', 'Buckton'], Verstaduck, 58, New York, 43, 17
Prostduck, ['Prostduck', 'Ayrduck', 'Duckmilton', 'Verstaduck', 'Alonsduck', 'Schumaduck', 'Raiducknen', 'Duckberg', 'Ducktel', 'Buckton'], Raiducknen, 54, Singapour, 43, 10
Verstaduck, ['Verstaduck', 'Ayrduck', 'Duckmilton', 'Raiducknen', 'Alonsduck', 'Ducktel', 'Prostduck', 'Schumaduck', 'Duckberg', 'Buckton'], Alonsduck, 60, Pekin, 45, 10
Duckmilton, ['Duckmilton', 'Schumaduck', 'Verstaduck', 'Prostduck', 'Raiducknen', 'Buckton', 'Ducktel', 'Duckberg', 'Alonsduck', 'Ayrduck'], Prostduck, 57, Londres, 45, 20
Schumaduck, ['Schumaduck', 'Verstaduck', 'Alonsduck', 'Duckmilton', 'Ducktel', 'Prostduck', 'Raiducknen', 'Duckberg', 'Ayrduck', 'Buckton'], Duckberg, 57, Berne, 41, 16
Duckmilton, ['Duckmilton', 'Verstaduck', 'Alonsduck', 'Prostduck', 'Ducktel', 'Schumaduck', 'Buckton', 'Raiducknen', 'Duckberg', 'Ayrduck'], Ducktel, 50, Pekin, 46, 19
Duckmilton, ['Duckmilton', 'Alonsduck', 'Ducktel', 'Verstaduck', 'Schumaduck', 'Raiducknen', 'Buckton', 'Prostduck', 'Duckberg', 'Ayrduck'], Raiducknen, 53, New York, 41, 13
Duckmilton, ['Duckmilton', 'Raiducknen', 'Alonsduck', 'Verstaduck', 'Duckberg', 'Buckton', 'Prostduck', 'Schumaduck', 'Ducktel', 'Ayrduck'], Ducktel, 55, Tokyo, 50, 15
Duckmilton, ['Duckmilton', 'Prostduck', 'Raiducknen', 'Verstaduck', 'Ayrduck', 'Alonsduck', 'Ducktel', 'Buckton', 'Schumaduck', 'Duckberg'], Ducktel, 58, Pekin, 49, 17
Duckmilton, ['Duckmilton', 'Alonsduck', 'Ducktel', 'Verstaduck', 'Duckberg', 'Schumaduck', 'Buckton', 'Raiducknen', 'Ayrduck', 'Prostduck'], Ducktel, 54, Moscou, 43, 16
Schumaduck, ['Schumaduck', 'Duckmilton', 'Duckberg', 'Verstaduck', 'Raiducknen', 'Buckton', 'Prostduck', 'Ducktel', 'Alonsduck', 'Ayrduck'], Ayrduck, 54, Singapour, 41, 12
Schumaduck, ['Schumaduck', 'Duckmilton', 'Verstaduck', 'Ducktel', 'Duckberg', 'Alonsduck', 'Raiducknen', 'Prostduck', 'Buckton', 'Ayrduck'], Ducktel, 53, Rio, 47, 15
Prostduck, ['Prostduck', 'Ducktel', 'Duckmilton', 'Schumaduck', 'Verstaduck', 'Alonsduck', 'Raiducknen', 'Ayrduck', 'Duckberg', 'Buckton'], Schumaduck, 57, Berlin, 46, 13
Verstaduck, ['Verstaduck', 'Duckberg', 'Duckmilton', 'Buckton', 'Prostduck', 'Ducktel', 'Ayrduck', 'Alonsduck', 'Schumaduck', 'Raiducknen'], Buckton, 56, Paris, 50, 17
Buckton, ['Buckton', 'Ducktel', 'Duckmilton', 'Prostduck', 'Verstaduck', 'Schumaduck', 'Raiducknen', 'Ayrduck', 'Alonsduck', 'Duckberg'], Raiducknen, 60, New York, 49, 13
Duckmilton, ['Duckmilton', 'Ducktel', 'Alonsduck', 'Prostduck', 'Raiducknen', 'Verstaduck', 'Schumaduck', 'Buckton', 'Ayrduck', 'Duckberg'], Alonsduck, 57, Pekin, 44, 18
Duckmilton, ['Duckmilton', 'Schumaduck', 'Verstaduck', 'Buckton', 'Raiducknen', 'Prostduck', 'Ducktel', 'Alonsduck', 'Duckberg', 'Ayrduck'], Prostduck, 54, Singapour, 45, 19
Duckmilton, ['Duckmilton', 'Verstaduck', 'Ducktel', 'Buckton', 'Prostduck', 'Duckberg', 'Schumaduck', 'Alonsduck', 'Raiducknen', 'Ayrduck'], Verstaduck, 54, Rome, 48, 15
Duckmilton, ['Duckmilton', 'Alonsduck', 'Ducktel', 'Raiducknen', 'Schumaduck', 'Verstaduck', 'Prostduck', 'Duckberg', 'Buckton', 'Ayrduck'], Schumaduck, 53, Rio, 40, 18
Duckmilton, ['Duckmilton', 'Ducktel', 'Alonsduck', 'Buckton', 'Raiducknen', 'Prostduck', 'Verstaduck', 'Duckberg', 'Schumaduck', 'Ayrduck'], Raiducknen, 50, Pekin, 48, 20
Verstaduck, ['Verstaduck', 'Duckmilton', 'Ducktel', 'Raiducknen', 'Schumaduck', 'Buckton', 'Prostduck', 'Alonsduck', 'Duckberg', 'Ayrduck'], Schumaduck, 50, Berlin, 41, 20
Duckmilton, ['Duckmilton', 'Ducktel', 'Verstaduck', 'Schumaduck', 'Buckton', 'Alonsduck', 'Ayrduck', 'Raiducknen', 'Prostduck', 'Duckberg'], Buckton, 52, Pekin, 49, 13
Duckmilton, ['Duckmilton', 'Schumaduck', 'Duckberg', 'Verstaduck', 'Alonsduck', 'Prostduck', 'Raiducknen', 'Ducktel', 'Buckton', 'Ayrduck'], Raiducknen, 54, Londres, 49, 11
Duckberg, ['Duckberg', 'Duckmilton', 'Ducktel', 'Verstaduck', 'Schumaduck', 'Raiducknen', 'Ayrduck', 'Prostduck', 'Alonsduck', 'Buckton'], Ducktel, 53, Berne, 45, 15
Duckmilton, ['Duckmilton', 'Prostduck', 'Alonsduck', 'Duckberg', 'Schumaduck', 'Raiducknen', 'Verstaduck', 'Ayrduck', 'Buckton', 'Ducktel'], Verstaduck, 60, Madrid, 48, 17
Duckmilton, ['Duckmilton', 'Alonsduck', 'Raiducknen', 'Prostduck', 'Schumaduck', 'Verstaduck', 'Duckberg', 'Ducktel', 'Buckton', 'Ayrduck'], Raiducknen, 53, Pekin, 41, 20
Duckmilton, ['Duckmilton', 'Schumaduck', 'Buckton', 'Ducktel', 'Verstaduck', 'Duckberg', 'Alonsduck', 'Raiducknen', 'Ayrduck', 'Prostduck'], Duckberg, 54, New York, 47, 17
Raiducknen, ['Raiducknen', 'Verstaduck', 'Duckmilton', 'Alonsduck', 'Duckberg', 'Prostduck', 'Schumaduck', 'Ducktel', 'Buckton', 'Ayrduck'], Ducktel, 53, Rio, 42, 19
Raiducknen, ['Raiducknen', 'Duckmilton', 'Ducktel', 'Duckberg', 'Buckton', 'Alonsduck', 'Verstaduck', 'Prostduck', 'Schumaduck', 'Ayrduck'], Schumaduck, 55, Rome, 49, 10
Raiducknen, ['Raiducknen', 'Verstaduck', 'Duckmilton', 'Buckton', 'Ducktel', 'Ayrduck', 'Duckberg', 'Schumaduck', 'Alonsduck', 'Prostduck'], Verstaduck, 60, Madrid, 42, 10
Duckmilton, ['Duckmilton', 'Verstaduck', 'Raiducknen', 'Buckton', 'Ducktel', 'Alonsduck', 'Prostduck', 'Schumaduck', 'Duckberg', 'Ayrduck'], Duckberg, 54, Pekin, 50, 19
Buckton, ['Buckton', 'Duckmilton', 'Ducktel', 'Schumaduck', 'Alonsduck', 'Duckberg', 'Prostduck', 'Verstaduck', 'Ayrduck', 'Raiducknen'], Ayrduck, 60, Singapour, 48, 20
Duckmilton, ['Duckmilton', 'Schumaduck', 'Alonsduck', 'Duckberg', 'Prostduck', 'Ducktel', 'Verstaduck', 'Buckton', 'Ayrduck', 'Raiducknen'], Alonsduck, 56, Londres, 43, 18
Duckmilton, ['Duckmilton', 'Schumaduck', 'Ayrduck', 'Duckberg', 'Verstaduck', 'Alonsduck', 'Prostduck', 'Buckton', 'Ducktel', 'Raiducknen'], Buckton, 55, Rome, 41, 20
Raiducknen, ['Raiducknen', 'Duckmilton', 'Duckberg', 'Ducktel', 'Prostduck', 'Schumaduck', 'Buckton', 'Verstaduck', 'Ayrduck', 'Alonsduck'], Ayrduck, 50, Tokyo, 40, 10
Duckmilton, ['Duckmilton', 'Ducktel', 'Raiducknen', 'Buckton', 'Schumaduck', 'Alonsduck', 'Duckberg', 'Verstaduck', 'Prostduck', 'Ayrduck'], Alonsduck, 60, Berne, 45, 11
Ducktel, ['Ducktel', 'Duckmilton', 'Verstaduck', 'Buckton', 'Alonsduck', 'Duckberg', 'Schumaduck', 'Prostduck', 'Ayrduck', 'Raiducknen'], Duckberg, 57, Berne, 41, 17
Duckmilton, ['Duckmilton', 'Raiducknen', 'Ducktel', 'Verstaduck', 'Schumaduck', 'Buckton', 'Prostduck', 'Duckberg', 'Alonsduck', 'Ayrduck'], Buckton, 53, Rio, 46, 15
Duckmilton, ['Duckmilton', 'Buckton', 'Raiducknen', 'Schumaduck', 'Verstaduck', 'Alonsduck', 'Duckberg', 'Prostduck', 'Ayrduck', 'Ducktel'], Ducktel, 58, Berlin, 50, 15
Duckmilton, ['Duckmilton', 'Prostduck', 'Alonsduck', 'Schumaduck', 'Raiducknen', 'Duckberg', 'Buckton', 'Ducktel', 'Verstaduck', 'Ayrduck'], Alonsduck, 60, Moscou, 44, 18
Duckmilton, ['Duckmilton', 'Schumaduck', 'Duckberg', 'Ayrduck', 'Buckton', 'Verstaduck', 'Alonsduck', 'Raiducknen', 'Ducktel', 'Prostduck'], Raiducknen, 54, Pekin, 41, 14
Ayrduck, ['Ayrduck', 'Schumaduck', 'Duckberg', 'Duckmilton', 'Prostduck', 'Verstaduck', 'Ducktel', 'Buckton', 'Alonsduck', 'Raiducknen'], Raiducknen, 57, Singapour, 50, 18
Alonsduck, ['Alonsduck', 'Duckmilton', 'Buckton', 'Duckberg', 'Ducktel', 'Verstaduck', 'Schumaduck', 'Prostduck', 'Ayrduck', 'Raiducknen'], Duckberg, 51, Londres, 49, 17
Duckmilton, ['Duckmilton', 'Schumaduck', 'Prostduck', 'Ayrduck', 'Raiducknen', 'Duckberg', 'Ducktel', 'Verstaduck', 'Alonsduck', 'Buckton'], Schumaduck, 60, Madrid, 43, 15
Duckmilton, ['Duckmilton', 'Buckton', 'Duckberg', 'Ducktel', 'Raiducknen', 'Verstaduck', 'Schumaduck', 'Alonsduck', 'Prostduck', 'Ayrduck'], Schumaduck, 56, Pekin, 50, 10
Duckmilton, ['Duckmilton', 'Verstaduck', 'Ayrduck', 'Raiducknen', 'Ducktel', 'Schumaduck', 'Buckton', 'Alonsduck', 'Duckberg', 'Prostduck'], Schumaduck, 53, Rome, 46, 11
Duckberg, ['Duckberg', 'Duckmilton', 'Verstaduck', 'Alonsduck', 'Prostduck', 'Buckton', 'Schumaduck', 'Raiducknen', 'Ducktel', 'Ayrduck'], Alonsduck, 53, New York, 41, 12
Ducktel, ['Ducktel', 'Raiducknen', 'Duckmilton', 'Alonsduck', 'Schumaduck', 'Verstaduck', 'Ayrduck', 'Buckton', 'Duckberg', 'Prostduck'], Prostduck, 58, New York, 40, 19
Duckmilton, ['Duckmilton', 'Raiducknen', 'Verstaduck', 'Ducktel', 'Alonsduck', 'Duckberg', 'Prostduck', 'Buckton', 'Schumaduck', 'Ayrduck'], Duckberg, 53, Tokyo, 46, 12
Verstaduck, ['Verstaduck', 'Duckmilton', 'Schumaduck', 'Ducktel', 'Buckton', 'Prostduck', 'Raiducknen', 'Alonsduck', 'Duckberg', 'Ayrduck'], Verstaduck, 56, Rome, 46, 17
Duckmilton, ['Duckmilton', 'Verstaduck', 'Duckberg', 'Prostduck', 'Ayrduck', 'Ducktel', 'Schumaduck', 'Alonsduck', 'Raiducknen', 'Buckton'], Buckton, 56, Singapour, 46, 11
Raiducknen, ['Raiducknen', 'Duckmilton', 'Ducktel', 'Verstaduck', 'Schumaduck', 'Duckberg', 'Prostduck', 'Alonsduck', 'Ayrduck', 'Buckton'], Alonsduck, 59, Madrid, 41, 19
Duckmilton, ['Duckmilton', 'Schumaduck', 'Ducktel', 'Verstaduck', 'Alonsduck', 'Raiducknen', 'Duckberg', 'Prostduck', 'Buckton', 'Ayrduck'], Buckton, 52, Moscou, 44, 20
Verstaduck, ['Verstaduck', 'Duckmilton', 'Alonsduck', 'Prostduck', 'Buckton', 'Ducktel', 'Schumaduck', 'Ayrduck', 'Duckberg', 'Raiducknen'], Ducktel, 53, Paris, 50, 16
Schumaduck, ['Schumaduck', 'Prostduck', 'Duckmilton', 'Duckberg', 'Ducktel', 'Verstaduck', 'Raiducknen', 'Alonsduck', 'Buckton', 'Ayrduck'], Raiducknen, 55, Berlin, 45, 17
Duckmilton, ['Duckmilton', 'Buckton', 'Schumaduck', 'Prostduck', 'Duckberg', 'Ducktel', 'Raiducknen', 'Alonsduck', 'Verstaduck', 'Ayrduck'], Buckton, 53, Moscou, 44, 14
Duckmilton, ['Duckmilton', 'Alonsduck', 'Schumaduck', 'Prostduck', 'Duckberg', 'Raiducknen', 'Ducktel', 'Buckton', 'Verstaduck', 'Ayrduck'], Prostduck, 58, Paris, 47, 20
Duckmilton, ['Duckmilton', 'Raiducknen', 'Duckberg', 'Alonsduck', 'Schumaduck', 'Verstaduck', 'Ducktel', 'Prostduck', 'Buckton', 'Ayrduck'], Buckton, 51, Pekin, 44, 17
Alonsduck, ['Alonsduck', 'Schumaduck', 'Verstaduck', 'Duckmilton', 'Duckberg', 'Ayrduck', 'Raiducknen', 'Ducktel', 'Buckton', 'Prostduck'], Alonsduck, 60, Madrid, 43, 17
Duckmilton, ['Duckmilton', 'Raiducknen', 'Prostduck', 'Ducktel', 'Ayrduck', 'Alonsduck', 'Verstaduck', 'Duckberg', 'Buckton', 'Schumaduck'], Ducktel, 52, Tokyo, 42, 19
Duckmilton, ['Duckmilton', 'Ayrduck', 'Duckberg', 'Schumaduck', 'Raiducknen', 'Verstaduck', 'Alonsduck', 'Buckton', 'Ducktel', 'Prostduck'], Buckton, 60, Rio, 43, 12
Buckton, ['Buckton', 'Alonsduck', 'Duckmilton', 'Verstaduck', 'Schumaduck', 'Ducktel', 'Raiducknen', 'Ayrduck', 'Prostduck', 'Duckberg'], Ayrduck, 50, Singapour, 42, 14
Duckmilton, ['Duckmilton', 'Schumaduck', 'Ducktel', 'Raiducknen', 'Verstaduck', 'Duckberg', 'Buckton', 'Alonsduck', 'Ayrduck', 'Prostduck'], Ducktel, 53, Tokyo, 50, 13
Duckmilton, ['Duckmilton', 'Verstaduck', 'Duckberg', 'Ducktel', 'Schumaduck', 'Raiducknen', 'Prostduck', 'Alonsduck', 'Buckton', 'Ayrduck'], Duckberg, 50, Singapour, 43, 18
Duckmilton, ['Duckmilton', 'Verstaduck', 'Schumaduck', 'Ducktel', 'Raiducknen', 'Ayrduck', 'Alonsduck', 'Duckberg', 'Buckton', 'Prostduck'], Duckberg, 54, Moscou, 41, 12
Duckmilton, ['Duckmilton', 'Verstaduck', 'Alonsduck', 'Ducktel', 'Prostduck', 'Schumaduck', 'Buckton', 'Ayrduck', 'Raiducknen', 'Duckberg'], Ayrduck, 56, New York, 43, 14
Raiducknen, ['Raiducknen', 'Duckmilton', 'Ducktel', 'Verstaduck', 'Duckberg', 'Alonsduck', 'Prostduck', 'Buckton', 'Schumaduck', 'Ayrduck'], Alonsduck, 52, Moscou, 50, 20
Duckmilton, ['Duckmilton', 'Verstaduck', 'Schumaduck', 'Duckberg', 'Alonsduck', 'Raiducknen', 'Ducktel', 'Ayrduck', 'Buckton', 'Prostduck'], Buckton, 53, Paris, 43, 13
Duckmilton, ['Duckmilton', 'Alonsduck', 'Buckton', 'Ducktel', 'Raiducknen', 'Duckberg', 'Schumaduck', 'Verstaduck', 'Ayrduck', 'Prostduck'], Duckmilton, 54, New York, 47, 11
Duckmilton, ['Duckmilton', 'Duckberg', 'Verstaduck', 'Prostduck', 'Ducktel', 'Schumaduck', 'Alonsduck', 'Buckton', 'Ayrduck', 'Raiducknen'], Ayrduck, 57, Londres, 43, 15
Duckmilton, ['Duckmilton', 'Prostduck', 'Alonsduck', 'Verstaduck', 'Buckton', 'Schumaduck', 'Duckberg', 'Raiducknen', 'Ducktel', 'Ayrduck'], Ayrduck, 52, Berne, 48, 13
Duckmilton, ['Duckmilton', 'Verstaduck', 'Ducktel', 'Schumaduck', 'Buckton', 'Ayrduck', 'Alonsduck', 'Prostduck', 'Raiducknen', 'Duckberg'], Duckberg, 58, Londres, 48, 18
Duckmilton, ['Duckmilton', 'Duckberg', 'Schumaduck', 'Prostduck', 'Verstaduck', 'Raiducknen', 'Alonsduck', 'Ayrduck', 'Ducktel', 'Buckton'], Alonsduck, 55, Londres, 40, 11
Raiducknen, ['Raiducknen', 'Duckmilton', 'Duckberg', 'Schumaduck', 'Alonsduck', 'Ducktel', 'Ayrduck', 'Buckton', 'Verstaduck', 'Prostduck'], Raiducknen, 54, Paris, 40, 14
Duckmilton, ['Duckmilton', 'Prostduck', 'Alonsduck', 'Duckberg', 'Verstaduck', 'Ayrduck', 'Raiducknen', 'Ducktel', 'Schumaduck', 'Buckton'], Ducktel, 52, Singapour, 45, 20
Schumaduck, ['Schumaduck', 'Duckmilton', 'Verstaduck', 'Alonsduck', 'Ayrduck', 'Ducktel', 'Duckberg', 'Raiducknen', 'Prostduck', 'Buckton'], Verstaduck, 50, Moscou, 43, 15
Duckmilton, ['Duckmilton', 'Schumaduck', 'Prostduck', 'Duckberg', 'Verstaduck', 'Ayrduck', 'Ducktel', 'Buckton', 'Alonsduck', 'Raiducknen'], Ducktel, 57, Londres, 43, 18
Duckmilton, ['Duckmilton', 'Alonsduck', 'Prostduck', 'Buckton', 'Verstaduck', 'Ducktel', 'Schumaduck', 'Ayrduck', 'Duckberg', 'Raiducknen'], Verstaduck, 54, Berne, 49, 16
Schumaduck, ['Schumaduck', 'Duckmilton', 'Alonsduck', 'Duckberg', 'Prostduck', 'Verstaduck', 'Ducktel', 'Buckton', 'Raiducknen', 'Ayrduck'], Ayrduck, 58, Londres, 45, 20
Raiducknen, ['Raiducknen', 'Ducktel', 'Duckmilton', 'Verstaduck', 'Schumaduck', 'Alonsduck', 'Duckberg', 'Buckton', 'Prostduck', 'Ayrduck'], Prostduck, 60, Paris, 42, 12
Ayrduck, ['Ayrduck', 'Schumaduck', 'Duckmilton', 'Alonsduck', 'Verstaduck', 'Ducktel', 'Raiducknen', 'Duckberg', 'Prostduck', 'Buckton'], Duckmilton, 56, Rio, 42, 15
Duckmilton, ['Duckmilton', 'Raiducknen', 'Buckton', 'Verstaduck', 'Schumaduck', 'Ducktel', 'Prostduck', 'Ayrduck', 'Alonsduck', 'Duckberg'], Raiducknen, 59, New York, 41, 16
Ayrduck, ['Ayrduck', 'Verstaduck', 'Duckberg', 'Duckmilton', 'Prostduck', 'Schumaduck', 'Ducktel', 'Raiducknen', 'Buckton', 'Alonsduck'], Duckmilton, 55, Rio, 47, 20
Duckmilton, ['Duckmilton', 'Verstaduck', 'Schumaduck', 'Duckberg', 'Buckton', 'Ducktel', 'Alonsduck', 'Raiducknen', 'Prostduck', 'Ayrduck'], Duckberg, 51, Paris, 50, 12
Prostduck, ['Prostduck', 'Duckmilton', 'Alonsduck', 'Raiducknen', 'Verstaduck', 'Duckberg', 'Ayrduck', 'Schumaduck', 'Ducktel', 'Buckton'], Verstaduck, 60, Tokyo, 48, 15
Ayrduck, ['Ayrduck', 'Duckmilton', 'Verstaduck', 'Duckberg', 'Ducktel', 'Schumaduck', 'Prostduck', 'Alonsduck', 'Raiducknen', 'Buckton'], Verstaduck, 57, Rio, 44, 15
Duckmilton, ['Duckmilton', 'Ducktel', 'Ayrduck', 'Raiducknen', 'Schumaduck', 'Verstaduck', 'Alonsduck', 'Prostduck', 'Buckton', 'Duckberg'], Duckmilton, 56, Londres, 46, 12
Duckmilton, ['Duckmilton', 'Alonsduck', 'Schumaduck', 'Raiducknen', 'Buckton', 'Duckberg', 'Prostduck', 'Ducktel', 'Verstaduck', 'Ayrduck'], Ducktel, 52, Berlin, 50, 12
Duckmilton, ['Duckmilton', 'Ducktel', 'Buckton', 'Duckberg', 'Verstaduck', 'Schumaduck', 'Raiducknen', 'Prostduck', 'Ayrduck', 'Alonsduck'], Raiducknen, 57, Paris, 44, 11
Duckmilton, ['Duckmilton', 'Ducktel', 'Schumaduck', 'Raiducknen', 'Verstaduck', 'Alonsduck', 'Duckberg', 'Buckton', 'Prostduck', 'Ayrduck'], Duckberg, 51, New York, 44, 19
Verstaduck, ['Verstaduck', 'Duckmilton', 'Schumaduck', 'Ayrduck', 'Duckberg', 'Prostduck', 'Alonsduck', 'Ducktel', 'Raiducknen', 'Buckton'], Buckton, 50, Madrid, 44, 13
Duckmilton, ['Duckmilton', 'Verstaduck', 'Raiducknen', 'Schumaduck', 'Duckberg', 'Buckton', 'Ducktel', 'Prostduck', 'Alonsduck', 'Ayrduck'], Schumaduck, 54, Pekin, 43, 13
Duckberg, ['Duckberg', 'Duckmilton', 'Schumaduck', 'Ducktel', 'Buckton', 'Raiducknen', 'Alonsduck', 'Prostduck', 'Verstaduck', 'Ayrduck'], Ayrduck, 52, Singapour, 47, 20
Duckmilton, ['Duckmilton', 'Prostduck', 'Ducktel', 'Alonsduck', 'Raiducknen', 'Verstaduck', 'Ayrduck', 'Duckberg', 'Schumaduck', 'Buckton'], Schumaduck, 59, Berlin, 50, 18
Ducktel, ['Ducktel', 'Schumaduck', 'Alonsduck', 'Raiducknen', 'Duckmilton', 'Duckberg', 'Buckton', 'Prostduck', 'Verstaduck', 'Ayrduck'], Ayrduck, 59, New York, 41, 10
Duckmilton, ['Duckmilton', 'Buckton', 'Prostduck', 'Verstaduck', 'Ducktel', 'Alonsduck', 'Schumaduck', 'Raiducknen', 'Duckberg', 'Ayrduck'], Ducktel, 51, Moscou, 46, 20
Duckmilton, ['Duckmilton', 'Buckton', 'Duckberg', 'Prostduck', 'Alonsduck', 'Schumaduck', 'Verstaduck', 'Raiducknen', 'Ayrduck', 'Ducktel'], Schumaduck, 56, Pekin, 49, 20
Verstaduck, ['Verstaduck', 'Prostduck', 'Duckmilton', 'Schumaduck', 'Buckton', 'Ducktel', 'Duckberg', 'Ayrduck', 'Alonsduck', 'Raiducknen'], Ayrduck, 53, Rio, 50, 20
Schumaduck, ['Schumaduck', 'Ducktel', 'Verstaduck', 'Duckmilton', 'Duckberg', 'Raiducknen', 'Buckton', 'Ayrduck', 'Alonsduck', 'Prostduck'], Schumaduck, 52, Londres, 43, 17
Duckmilton, ['Duckmilton', 'Duckberg', 'Buckton', 'Ducktel', 'Schumaduck', 'Raiducknen', 'Alonsduck', 'Verstaduck', 'Prostduck', 'Ayrduck'], Prostduck, 58, Madrid, 43, 17
Duckmilton, ['Duckmilton', 'Schumaduck', 'Duckberg', 'Buckton', 'Prostduck', 'Ducktel', 'Alonsduck', 'Verstaduck', 'Raiducknen', 'Ayrduck'], Ducktel, 52, New York, 46, 16
Duckmilton, ['Duckmilton', 'Verstaduck', 'Buckton', 'Schumaduck', 'Ayrduck', 'Alonsduck', 'Duckberg', 'Ducktel', 'Raiducknen', 'Prostduck'], Verstaduck, 52, Berlin, 48, 16
Duckmilton, ['Duckmilton', 'Prostduck', 'Ducktel', 'Ayrduck', 'Verstaduck', 'Raiducknen', 'Schumaduck', 'Alonsduck', 'Buckton', 'Duckberg'], Raiducknen, 60, Tokyo, 50, 19
Duckmilton, ['Duckmilton', 'Verstaduck', 'Ducktel', 'Ayrduck', 'Schumaduck', 'Alonsduck', 'Raiducknen', 'Duckberg', 'Buckton', 'Prostduck'], Prostduck, 54, Tokyo, 47, 19
Duckmilton, ['Duckmilton', 'Raiducknen', 'Schumaduck', 'Ducktel', 'Duckberg', 'Buckton', 'Verstaduck', 'Prostduck', 'Alonsduck', 'Ayrduck'], Alonsduck, 54, Rio, 50, 10
Duckmilton, ['Duckmilton', 'Ayrduck', 'Ducktel', 'Raiducknen', 'Schumaduck', 'Duckberg', 'Verstaduck', 'Alonsduck', 'Prostduck', 'Buckton'], Verstaduck, 54, Pekin, 41, 14
Duckmilton, ['Duckmilton', 'Prostduck', 'Raiducknen', 'Ducktel', 'Schumaduck', 'Verstaduck', 'Alonsduck', 'Duckberg', 'Buckton', 'Ayrduck'], Duckmilton, 55, Moscou, 42, 14
Duckmilton, ['Duckmilton', 'Raiducknen', 'Prostduck', 'Ducktel', 'Schumaduck', 'Buckton', 'Alonsduck', 'Verstaduck', 'Duckberg', 'Ayrduck'], Raiducknen, 56, Rome, 47, 15
